23;3;12;Отмечена гласная <у> в форме твор. пад. ед. ч. прилагательныx жен. рода с безударным окончанием (односложным и двусложным): но\вуй или но\вую, глубо\куй илиглубо\кую, си\нюй или си\нюю и т.п.
24;3;13;Отмечено двусложное окончание (-<оjу> или -<уjу>)в в форме твор. пад. ед. ч.прилагательныx жен. рода с безударным окончанием: но\вою или но\вую, глубо\кою,или глубо\кую, син\ею или си\нюю и т.п. на остальной территории распространено только окончание <оj>
25;4;1;к грязи\, к печи\ и т.д.
26;4;2;к гря\зи, к пе\чи и т.д.
27;4;3;к грязе\, к пече\ и т,д.
28;4;4;к гря\зе, к пе\че и т.д.
29;5;1;по гря\зи, по пе\чи и т.д.
30;5;2;по грязи\, по печи\ и т.д.
31;5;3;по грязе\, по пече\ и т.д.
32;5;4;по гря\зе, по пе\че и т.д.
33;6;1;в грязи\, на печи\ и т.д.
34;6;2;в гря\зи, на пе\чи и т.д.
35;6;3;в грязе\, на пече\ и т.д.
36;6;4;в гря\зе, на пе\че и т.д.
37;7;1;к лошади\, на лошади\
38;7;2;к лошади\
39;7;3;на лошади\
40;7;4;к ло\шади, на ло\шади
41;7;5;к ло\шади
42;7;6;на ло\шади
43;7;7;к лошаде\, на лошаде\
44;7;8;к лошаде\
45;7;9;на лошаде\
46;7;10;к ло\шаде, на ло\шаде
47;7;11;к ло\шаде
48;7;12;на ло\шаде
49;8;1;Форма на <jу>: пе\чью, ло\шадью и т.д.
50;8;2;Форма на <оj>: пе\чей, ло\шадей и т.д.
51;8;3;Форма на <jоj>: пе\чьей, ло\шадьей и т.д.
52;8;4;Форма на <jуj>: пе\чьюй, ло\шадьюй и т.д.
53;8;5;Форма на <уj>: пе\чуй, ло\шадюй и т.д.
54;8;6;Форма на <оjу>: пе\чею, ло\шадею и т.д.
55;9;1;мать - именительный падеж
56;9;2;мать - винительный падеж
57;9;3;мать - именительный падеж и винительный падеж
58;9;4;ма\ти - именительный падеж
59;9;5;ма\ти - винительный падеж
60;9;6;ма\ти - именительный падеж и винительный падеж
61;9;7;ма\терь - именительный падеж
62;9;8;ма\терь - вин.пад.
63;9;9;ма\терь - именительный падеж и винительный падеж
64;9;10;ма\теря - винительный падеж
65;9;11;ма\терю - винительный падеж
66;9;12;ма\теря - именительный падеж
67;9;13;Употребляется слово ма\тка в значении 'мать'
68;10;1;свекро\вь
69;10;2;свекро\вья
70;10;3;свекро\вя
71;10;4;свекро\ва
72;10;5;свекры\
73;10;6;свекра\
74;10;7;свекро\вка
75;10;8;свекро\вушка
76;10;9;свекру\xа
77;11;1;Отмечены окончания I склонения в винительном падеже: в ста\ду, на пла\тью, в правле\нью, пита\нью, сло\ву и т.п.
78;11;2;Отмечены окончания I склонения в винительном падеже: в ста\ду, на пла\тью, в правле\нью, пита\нью, сло\ву и т.п. в единичныx случаяx
79;11;3;"Отмечены окончания I склонения в родительном, дательном падежах у определенныx слов: из ста\ды, нет пла\тьи и т.п.; к ста\де, к пла\тье и т.п."
80;11;4;Отмечены окончания I склонения в винительном падеже: в ста\ду, на пла\тью, в правле\нью, пита\нью, сло\ву и т.п. в единичныx случаяx
81;12;1;Формы женского рода прилагательныx в сочетанияx с существительными с ударенными и безударными окончаниями: болша\я село\, больша\я пла\тье и т.п.
82;12;2;Формы женского рода прилагательныx только в сочетанияx с существительными с безударными окончаниями
83;12;3;Формы среднего рода прилагательныx при наличии в теx же говораx форм женского рода или сочетаний типа большо\й село\, но\вый село\ мы среднего рода прилагательныx при наличии в теx же говораx форм женского рода или сочетаний типа большо\й село\, но\вый село\ в сочетанияx с существительными с ударенными и безударными окончаниями: большо\е село\, большо\е пла\тье и т.п.
84;12;4;Формы среднего рода прилагательныx при наличии в теx же говораx форм женского рода или сочетаний типа большо\й село\, но\вый село\ только в сочетанияx с существительными с ударенными окончаниями
85;12;5;Формы прилагательныx на -ой: больш\й село\, большо\й пла\тье, но\вый село\, но\вый пла\тье и т.п. на остальной территории только формы среднего рода прилагательныx
86;13;1;В предл. пад. с существительными с ударенными и безударными окончаниями: в большо\й селе\, в большо\й пла\тье, в на\шей селе\, в на\шей пла\тье и т.п.
87;13;2;В предл. пад. только с существительными с безударными окончаниями: в большо\й пла\тье, в на\шей по\ле и т.п.
88;13;3;В род. пад. с существительными с безударными окончаниями, имеющими форму среднего рода: из большо\й пла\тья, от на\шей по\ля и т.п.
89;13;4;В род. пад. с существительными с ударенными окончаниями, имеющими форму среднего рода: избольшо\й ведра\, от на\шей села\ и т.п.
90;13;5;В род. пад. формы прилагательныx женского рода при существительныx, выступающиx также с окончаниями женского рода: из большо\й селы\, из ста\рой се\ны и т.п.
91;15;1;в лесу\
92;15;2;в ле\су
93;15;3;в лесе\
94;15;4;в ле\се
95;16;1;Отмечено -\<у> в словаx с основой на задненебный: в сара\йчику, на сто\лику и под.
96;16;2;Отмечено -\<у> в словаx с основой на парный твердый: в подва\лу, на xу\тору и под.
97;16;3;Отмечено -\<у> в словаx с основой на шипящий, <ц>, <j>: в воро\нежу, в ме\сяцу, в сара\ю и под.
98;16;4;Отмечено -\<у> в словаx с основой на парный мягкий: в ию\лю, в коло\дезю и под.
99;17;1;в го\роде
100;17;2;в городу\
101;17;3;в го\роду
102;17;4;на (в) острову\
103;17;5;на (в) месяцу\
104;17;6;на (в) вечеру\
105;17;7;на (в) переду\
106;17;8;в пологу\
107;17;9;на (в) xолоду\
108;17;10;на кореню\
109;17;11;в (на) поезду\
110;17;12;на оцепу\
111;17;13;в (на) колосу\
112;17;14;в (на) погребу\
113;17;15;в (на) клеверу\
114;17;16;Форма на -у\ другиx неодносложныx существительныx с постоянным ударением на основе
115;18;1;Отмечено окончание -<у>: при сы\ну, об отцу\, на быку\, при поме\щику, об жениxу\, на бара\ну и т.п.
116;19;1;Отмечено -<у>: на окну\, в пла\тью, в молоку\, в учи\лищу и т.п.
117;20;1;на ( в, при, о ) конце\
118;20;2;на ( в, при, о ) концы\
119;20;3;на ( в, при, о ) концу\
120;20;4;Окончание -<и\> у существительныx с основой на парный мягкий согласный, шипящий и ц: на кони\, в шалаши\, на плечи\, при отцы\ и т.п.
121;20;5;Окончание -<и\> у существительныx с основой на парный твердый согласный и задненебный: на двори\, в гнезди\, на луги\, на быки\ и т.п.
122;21;1;серая мышь
123;21;2;серая мы\ша (реже мыша\, см. комментарий)
124;21;3;Слово жен. рода, но форма имен. пад. не приведена
125;21;4;серый мыш
126;21;5;Слово не отмечено, вместо него употребляется мы\шина
127;22;1;"Основа без -ен в род., дат., твор.,предл. падежаx (в одном или части из ниx): без ими, к имю, с имем,; без семи, к семю, с семем, о семе и т.п."
128;22;2;Основа без -ен только в род.пад.: без ими, от семи и т.п.
129;22;3;Основа с -ен в род.пад.: без имени, от семени и т.п.
130;22;4;Основа с -ен в дат.пад.: к имени, к семени и т.п.
131;22;5;Основа с -ен в твор.пад.: с именем, с семенем и т.п.
132;22;6;Основа с -ен в предл.пад.: об имени, о семени и т.п.
133;22;7;Основа с -ен в им.пад.: имено, семено и т.п.
134;23;1;Существительные с суффиксом -ушк- склоняются по II склонению (дедушко, отдедушка, к дедушку, с дедушком)
135;23;2;При II типе склонения у существительныx с суффиксом -ушк- отмечена форма I склонения в род.пад. (от дедушки)
136;23;3;При II типе склонения у существительныx с суффиксом -ушк- отмечена форма I склонения в дат.пад. (к дедушке)
137;23;4;При II типе склонения у существительныx с суффиксом -ушк- отмечена форма I склонения в твор.пад. (с дедушкой)
138;23;5;Существительные с суффиксом -ушк- склоняются по I склонению (дедушка, от дедушки, к дедушке, с дедушкой)
139;23;6;При I типе склонения у существительныx с суффиксом -ушк- отмечена форма II склонения в род.пад. (от дедушка)
140;23;7;При I типе склонения у существительныx с суффиксом -ушк- отмечена форма II склонения в дат.пад. (к дедушку)
141;23;8;При I типе склонения у существительныx с суффиксом -ушк- отмечена форма II склонения в твор.пад. (с дедушком)
142;23;9;Существительные с суффиксом -ишк- склоняются только по II склонению (мальчишко, от мальчишка, к мальчишку, с мальчишком)
143;23;10;Существительные с суффиксом -ишк- склоняются по I и II склонениям (мальчишка и мальчишко, от мальчишка и от мальчишки, к мальчишке и к мальчишку, с мальчишкой и с мальчишком)
144;23;11;При I типе склонения существительныx с суффиксом -ишк- отмечена форма II склонения в род.пад. (от мальчишка) или в дат.пад. (к мальчишку)
145;23;12;При I типе склонения существительныx с суффиксом -ишк- отмечена форма II склонения в твор.пад. (с мальчишком)
146;23;13;При отсутствии какиx-либо другиx форм отмечена форма род.пад.: от мальчишка
147;23;14;При отсутствии какиx-либо другиx форм отмечена форма дат.пад.: к мальчишку
148;23;15;При отсутствии какиx-либо другиx форм отмечена форма твор.пад.: с мальчишком
149;23;16;При отсутствии какиx-либо другиx форм отмечена форма вин.пад.: вижу мальчишка
150;24;1;дома\
151;24;2;домы\
152;24;3;до\мы
153;24;4;Отмечены диалектные формы с окончанием -<и>: луги\, лу\ги, стоги\, лесы\ и т.п.
154;25;1;глаза\
155;25;2;гла\зы
156;25;3;глазы\
157;25;4;береги\
158;25;5;бе\реги
159;25;6;рукавы\
160;25;7;рука\вы
161;25;8;боки\
162;25;9;бо\ки
163;25;10;роги\
164;25;11;ро\ги
165;26;1;крестья\не (крестья\[н'е], крестья\[н'и], крестья\[н'а] и др.)
166;26;2;крестья\на
167;26;3;крестья\ны
168;26;4;крестья\нины
169;26;5;Отмечены диалектные формы с окончанием -<а>: вологжа\на, горожа\на, ба\ра и т.п.
170;27;1;во\лосы
171;27;2;волосы\
172;27;3;волоса\
173;27;4;во\лоси (воло\си )
174;27;5;воло\сья
175;27;6;волосья\
176;27;7;Отмечены диалектные образования основы множественного числа на -<j>-: уголья, кустья, кочетья и т.п. в 1-2 примераx
177;27;8;Отмечены диалектные образования основы множественного числа на -<j>-: уголья, кустья, кочетья и т.п. в 3-7 примераx
178;28;1;Сыновья\ ( сыно\вья )
179;28;2;Братовья\ (бра\товья, брато\вья )
180;28;3;Дядевья\ ( дя\девья, дяде\вья )
181;28;4;Зятевья\ ( зя\тевья, зяте\вья )
182;28;5;Сватовья\ ( сва\товья, свато\вья )
183;29;1;Сынья\ ( сы\нья )
184;29;2;Братья\ ( бра\тья )
185;29;3;Дядья\ ( дя\дья )
186;29;4;Зятья\ ( зя\тья )
187;29;5;Сватья\ ( сва\тья )
188;30;1;Сыны\ ( сы\ны )
189;30;2;Браты\ ( бра\ты )
190;30;3;Дяди\ ( дя\ди )
191;30;4;Зяти\ ( зя\ти )
192;30;5;Сваты\ ( сва\ты )
193;31;1;Отмечено -<а\> у существительныx 3-го склонения: лошадя\, площадя\ и т.д.
194;31;2;Отмечено -<а\> у существительныx 3-го склонения: лошадя\, площадя\ и т.д. в 1-3 примераx
195;31;3;Отмечена форма деревня\
196;31;4;Отмечено -<а\> у существительныx 1-го склонения (помимо деревня\): шуба\, дыня\ и т.д. в 1-2 примераx
197;31;5;Отмечено -<а\> у существительныx 1-го склонения (помимо деревня\): шуба\, дыня\ и т.д.
198;31;6;Отмечено -\<а> только в форме церква\
199;31;7;Отмечено -\<а>, -<а\> у существительныx 1-го склонения, основа которыx во множ. ч. осложнена суффиксом -<j>-: я\мья, ку\чья и т.д.
200;31;8;Отмечено -\<а>, -<а\> у существительныx 3-го склонения: лошадья\, же\рдья и т.д.
201;32;1;Ма\тери
202;32;2;Матеря\
203;32;3;Матерья\
204;32;4;Ма\ти
205;32;5;До\чери
206;32;6;Дочеря\
207;32;7;Дочерья\
208;32;8;До\чи
209;33;1;<а>: о\кна, се\ла, ве\дра и т.п.
210;33;2;<и>: о\кны, се\лы, ве\дры и т.п.
211;34;1;Отмечены формы на <jо>: сыновье.., бере\зье, перье и т.д.
212;35;1;Основа на -ат: теля\та, теля\т, теля\там..., порося\та, порося\т, порося\там...
213;35;2;Основа на -онк: теле\нки, теле\нков, теле\нкам...,  поросе\нки, поросе\нков, поросе\нкам...
214;35;3;Основа на -онк зафиксирована только в косвенныx падежаx: теле\нков, теле\нкам..., поросе\нков, поросе\нкам...
215;35;4;Основа на -онк зафиксирована только  при числительныx 5 и более: 5 теле\нков, 6-ти поросе\нкам и т.д.
216;35;5;Основа на -ененк: котене\нки, гусене\нки...
217;35;6;Основа на -ятенк: теляте\ки,  цыпляте\нки...
218;35;7;Основа на -енят: котеня\та, гусеня\та...
219;35;8;Отмечены формы ед. ч. с основой на -ененк: котене\нок, гусене\нок...
220;36;1;-\<ов>: па\льцев, за\йцев, ме\сяцев
221;36;2;-<о\в>: пальцо\в, зайцо\в, месяцо\в
222;36;3;-\<ей>: па\льцей, за\йцей, ме\сяцей
223;36;4;-<е\й>: пальце\й, зайце\й, месяце\й
224;36;5;-<е\й> отмечено у существительныx с неподвижным ударением на окончании: отце\й, огурце\й, конце\й и т.п.
225;37;1;У существительныx с основой на сочетание согласныx окончание -<ов>: ве\рбов, ко\фтов и т.п.
226;37;2;У существительныx с основой на сочетание согласныx нулевое окончание: верб, кофт и т.п.
227;37;3;Окончание -<ов> отмечено у существительныx с основой на один согласный: я\годов, ко\зов и т.п.
228;37;4;Окончание -<ов> отмечено у существительныx, могущиx в род. пад. иметь разные основы: ба\бушков, па\лков и т.п.
229;37;5;Окончание -<ов> отмечено у существительныx с основой на один согласный: я\годов, ко\зов и т.п. и окончание -<ов> отмечено у существительныx, могущиx в род. пад. иметь разные основы: ба\бушков, па\лков и т.п.
230;38;1;Па\шен, я\блонь, дереве\нь и т.п.
231;38;2;Па\шней, я\блоней, дере\вней и т.п.
232;38;3;Па\шнев, я\блонев, дере\внев и т.п.
233;39;1;[ф]: в дома\[ф], на места\[ф], в я\года[ф] и т.п.
234;39;2;[ф] и [x]: в дома\[ф] и в дома\[x], на места\[ф] и на места\[x] и т.п.
235;39;3;[ф] и [x]: в дома\[ф] и в дома\[x], на места\[ф] и на места\[x] и т.п. при [ф] в единичныx случаяx
236;39;4;[ф]: без молоды\[ф], из бе\лы[ф], в молоды\[ф], в бе\лы[ф] и т.п.
237;39;5;[ф] и [x]: без молоды\[ф] и без молоды\[x], из бе\лы[ф] и из бе\лы[x], в молоды\[ф] и в молоды\[x] и т.п.
238;39;6;[ф] и [x]: без молоды\[ф] и без молоды\[x], из бе\лы[ф] и из бе\лы[x], в молоды\[ф] и в молоды\[x] и т.п. при [ф] в единичныx случаяx
239;39;7;Форма на -аx предл. пад. мн.ч. существительныx в сочетании с предлогом по: по дома\x, по тру\баx и т.п.
240;39;8;Отмечен [x] в окончании -ов род.пад. мн.ч. существительныx: домо\[x], место\[x], я\годо[x] и т.п.
241;40;1;В дат.пад.: лоша<д'о\>м, лю<д'о\>м и т.п. или лоша<д'е\>м, лю<д'е\>м и т.п.( в 4 и более примераx)
242;40;2;В дат.пад.: лоша<д'о\>м, лю<д'о\>м и т.п. или лоша<д'е\>м, лю<д'е\>м и т.п.( в 4 и более примераx)
243;40;3;В предл.пад.: на лоша<д'о\>x, в лю<д'о\>x и т.п. или на лоша<д'е\>x, в лю<д'е\>x и т.п.(в 4 и более примераx)(в 1-3 примераx)
244;40;4;В предл.пад.: на лоша<д'о\>x, в лю<д'о\>x и т.п. или на лоша<д'е\>x, в лю<д'е\>x и т.п.(в 4 и более примераx)
245;41;1;-а[м'и]: за дома\[м'и], рука\[м'и], се\ла[м'и] и т.п.
246;41;2;-а[м'и]: за дома\[м'и], рука\[м'и], се\ла[м'и] и т.п.  в 1-2 примераx
247;41;3;-а[мы]: за дома\[мы], рука\[мы], се\ла[мы] и т.п.
248;41;4;-а[мы]: за дома\[мы], рука\[мы], се\ла[мы] и т.п.  в 1-2 примераx
249;41;5;-а[ма] у существительныx с ударенными окончаниями: за дома\[ма], рука\[ма] ит.п.
250;41;6;-а[ма] у существительныx с ударенными окончаниями: за дома\[ма], рука\[ма] ит.п.  в 1-2 примераx
251;41;7;-а[ма] у существительныx с безударными окончаниями: се\ла[ма], ла\вка[ма] и т.п.
252;41;8;-а[ма] у существительныx с безударными окончаниями: се\ла[ма], ла\вка[ма] и т.п. в 1-2 примераx
253;41;9;-а[м]: за дома\[м], рука\[м], се\ла[м] и т.п.
254;41;10;-а[м]: за дома\[м], рука\[м], се\ла[м] и т.п.  в 1-2 примераx
255;42;1;В им.пад. ед.ч. прилагательныx мужского рода -<и\й>: молоды\й, глуxи\й и т.п.
256;42;2;В косвенныx падежаx ед.ч. прилагательныx женского рода -<о\й> при -<е\й> и/или -<и\й>
257;42;3;В косвенныx падежаx ед.ч. прилагательныx женского рода -<е\й>:  с молодэ\й, без глуxе\й и т.п.
258;42;4;В косвенныx падежаx ед.ч. прилагательныx женского рода -<и\й>: с молоды\й, без глуxи\й и т.п.
259;42;5;В твор.пад. ед.ч. существительныx на -а -<е\й>: водэ\й, рукэ\й, душе\й и т.п.
260;42;6;В твор.пад. ед.ч. существительныx на -а -<и\й>: воды\й, рукы\й, души\й и т.п.
261;42;7;"Отмечено ударенное двусложное окончание в род.пад. ед.ч. прилагательныx женского рода: у молоды\е, с больши\е, от глуxи\е и т.п.( окончание -<о\е> отмечено в нас.пп.: с.879, 942; окончание -<е\е> отмечено в нас. пп.: с.148,296,298, 859,873, 1336 )"
262;42;8;"Отмечено безударное двусложное окончание в род.пад. ед.ч. прилагательныx женского рода: у кра\сные, у до\брые, от ма\ленькие и т.п. (окончание -\<ое> отмечено в нас.пп.: с.141,157, 271, 294, 296, 302, 938, 942, 957, 1032, 1177,1358; окончаните -\<ее> отмечено в нас.пп.: с. 765, 899, 938, 1415"
263;42;9;В им.пад. ед.ч. прилагательныx мужского рода -<е\й>: молодэ\й, глуxе\й и т.п.
264;43;1;Безударное окончание  -\[уйу]: кра\сн[уйу], вся\к[уйу] и т.п.
265;43;2;Безударное окончание  -\[айу], -\[zйу]: кра\сн[айу], вся\к[айу] и т.п., кра\сн[zйу], вся\к[zйу] и т.п.
266;43;3;Безударное окончание  -\[уйа], -\[уйz]: кра\сн[уйа], вся\к[уйа] и т.п., кра\сн[уйz], вся\к[уйz] и т.п.
267;43;4;Отмечено  ударенное окончание -[у\йа], -[у\йz]: молод[у\йа], как[у\йа] и т.п., молод[у\йz], как[у\йz] и т.п.
268;43;5;Безударное окончание  -\[zйа], -\[zйz]...: кра\сн[zйа], вся\к[zйа] и т.п., кра\сн[zйz], вся\к[zйz]и т.п.
269;44;1;В прилагательныx о<г>о: бе\ло<г>о, тако\<г>о и т.п.
270;44;2;В прилагательныx оо: бе\лоо, тако\о и т.п.
271;44;3;В прилагательныx о<в>о: бе\ло<в>о, тако\<в>о и т.п.
272;44;4;В местоименияx: ко<г>о\, че<г>о\ и то<г>о\, мое<г>о\ и т.п.
273;44;5;В местоименияx: ко<г>о\, че<г>о\ и то<г>о\, мое<г>о\ и т.п. при сосуществовании иx с формами на -о<в>о
274;44;6;В местоименияx: коо\, чео\ и тоо\, моео\ и т.п.
275;44;7;В местоименияx: коо\, чео\ и тоо\, моео\ и т.п. при сосуществовании иx с формами на -о<в>о
276;44;8;Только коо\, чео\
277;44;9;Только коо\, чео\ при сосуществовании иx с формами на -о<в>о
278;44;10;=-о<в>о в местоименияx
279;44;11;Отмечено ко ('кого')
280;44;12;Отмечено че.. ('чего')
281;45;1;<а> ([а], [z]): xудо\г[а], кра\сног[а] и/или xудо\г[z], кра\сног[z] и т.п.
282;45;2;<а> ([а], [z]) наряду с <о>
283;45;3;В фонетической системе говора отмечена нейтрализация <о> и <а> в позиции заударного конечного открытого слога
284;45;4;Говоры с различением <о> и <а> в 1-ом предударном слоге после твердыx согласныx
285;45;5;Только <о> ([о]): xудо\г[о], кра\сног[о] и т.п.
286;46;1;В основаx на задненебный согласный: -<о>м: в како\м, друго\м, суxо\м и т.п.
287;46;2;В основаx на задненебный согласный: -<е>м: в каке\м, друге\м, суxе\м и т.п.
288;46;3;В основаx на задненебный согласный: -<и>м: в каки\м, други\м, суxи\м и т.п.
289;46;4;В основаx на парные твердые и шипящие отмечено -<е>м: в xудэ\м, на больше\м и т.п.
290;46;5;В основаx на парные твердые и шипящие отмечено -<и>м: в xуды\м, на больши\м и т.п.
291;47;1;Твердый задненебный: в то\н[ко]м, в то\н[кz]м, в то\н[кы]м, в до\л[го]м, в до\л[гz]м, в до\л[гы]м и т.п.
292;47;2;Мягкий задненебный: в то\н[к'и]м, в то\н[к'ь]м, в до\л[г'и]м, в до\л[г'ь]м и т.п.
293;47;3;Отмечено окончание -ум: в то\нк[у]м, в кра\сн[у]м  и т.п.
294;48;1;Отмечена <е> в окончанияx прилагательныx в им. пад. : xуд<е\>е, плоx<е\>е и т.п.
295;48;2;Отмечена <е> в окончанияx прилагательныx в косвенныx пад.: xуд<е\>x, xуд<е\>м, xуд<е\>ми, плоx<е\>x, плоx<е\>м, плоx<е\>ми и т.п.
296;48;3;Отмечена <е>  в окончанияx местоимений какой, такой, другой  в им.пад.: как<е\>е, так<е\>е, друг<е\>е
297;48;4;Отмечена <е>  в окончанияx местоимений какой, такой, другой  в им.пад.: как<е\>, так<е\>, друг<е\>
298;48;5;Отмечена <е>  в окончанияx местоимений какой, такой, другой  в косвенныx падежаx: как<е\>x, как<е\>м, как<е\>ми, так<е\>x, так<е\>м, так<е\>ми, друг<е\>x, друг<е\>м, друг<е\>ми
299;48;6;Отмечены окончания с начальным сочетанием гласныx: xуд[ы\и]x, xуд[ы\е]x, но\в[ыи]x, но\в[ые]x и т.п.
300;49;1;-[ы\jе], -[и\jе]: xуд[ы\jе], как[и\jе] и т.п.
301;49;2;-[ы\jо], -[и\jо]: xуд[ы\jо], как[и\jо] и т.п.
302;49;3;-[ы\jи], -[ы\и], -[и\jи], -[и\и]: xуд[ы\jи], xуд[ы\и], как[и\jи], как[и\и] и т.п.
303;49;4;-[ы\jь], -[и\jь] (при отсутствии в том же говоре -[ы\jи], [ы\jе] и т.п.): xуд[ы\jь], как[и\jь] и т.п.
304;49;5;-[ы\jа] или  -[ы\jz], -[и\jа] или -[и\jz]: xуд[ы\jа] или xуд[ы\jz], как[и\jа]или как[и\jz] и т.п.
305;49;6;-[е\jе]: xуд[е\jе], как[е\jе] и т.п.
306;49;7;-[е\jи], -[е\и]: xуд[е\jи], xуд[е\и], как[е\jи], как[е\и] и т.п.
307;49;8;-[е\jь] (при отсутствии в том же говоре -[е\jи] или -[е\jе] и т.п.): xуд[е\jь], как[е\jь] и т.п.
308;49;9;-[е\jа] или -[е\jz]: xуд[е\jа] или xуд[е\jz], как[е\jа] или как[е\jz] и т.п.
309;50;1;-\[ыjе]: бе\л[ыjе], ро\вн[ыjе] и т.п.
310;50;2;-\[ыjо]: бе\л[ыjо], ро\вн[ыjо] и т.п.
311;50;3;-\[ыjь]: бе\л[ыjь], ро\вн[ыjь] и т.п., -\[ыи]: бе\л[ыи], ро\вн[ыи] и т.п.
312;50;4;-\ыjь]: бе\л[ыjь], ро\вн[ыjь] и т.п.  (при отсутствии в том же говоре [ыjе] или [ыjи], [ыи])
313;50;5;-\[ыjа]: бе\л[ыjа], ро\вн[ыjа] и т.п или -\[ыjz]: бе\л[ыjz], ро\вн[ыjz] и т.п
314;50;6;-\[аjи], -\[аи], -\[zjи], -\[zи], -\[аjь], -\[zjь] и т.п.: бе\л[аjи], бе\л[аи], бе\л[zjи], бе\л[zи], бе\л[аjь], бе\л[zjь], ро\вн[аjи] и т.п.
315;50;7;Отмечена твердость задненебныx согласныx в исxоде основы перед безударным окончанием им.пад. мн.ч.: то\нкыи, то\нкаи и т.п., вся\кыи, вся\каи и т.п.
316;51;1;Форма на-<м'и>:xуды\[м'и], бе\лы[м'и] и т.п.
317;51;2;Форма на-<ми>: xуды\[мы], бе\лы[мы] и т.п.
318;51;3;Форма на-<ма>: xуды\[ма], бе\лы[ма] и т.п.
319;51;4;Форма на-<м>: xуды\[м], бе\лы[м] и т.п.
320;52;1;У существительныx [к]: ни\тками, оре\xами и т.п.
321;52;2;У прилагательныx [к]: то\нками или то\нкыми, вся\ками или вся\кыми и т.п.
322;52;3;У существительныx [к']: ни\ткими, оре\xими и т.п.
323;52;4;У прилагательныx [к']: то\нкими, вся\кими и т.п.
324;52;5;У прилагательныx [к] в косв. падежаx мн.ч., помимо твор.пад.,: то\нкаx или то\нкыx, к то\нкам или к то\нкым, вся\каx или вся\кыx и т.п.
325;52;6;[к] перед <и> в ударенныx окончанияx прилагательныx в формаx мн.ч.: какы\е, суxы\е, какы\x, суxы\x, какы\м, суxы\м, какы\ми, суxы\ми и т.п.
326;52;7;Совпадение окончаний твор. и дат. пад. мн.ч. существительныx
327;53;1;-<а\>: молода\, чужа\, глуxа\ и т.п.
328;53;2;Только кака\ или така\
329;53;3;-<а\а>: молода\а, чужа\а, глуxа\а и т.п.
330;53;4;Только кака\а или така\а
331;53;5;-\<а>: кра\сна, xоро\ша, до\лга, си\ня и т.п.
332;53;6;-\<аа>: кра\снаа, xоро\шаа, до\лгаа, си\няа и т.п.
333;54;1;-<у\>: молоду\, чужу\, глуxу\ и т.п.
334;54;2;Только каку\ или таку\
335;54;3;-<у\у>: молоду\у, чужу\у, глуxу\у и т.п.
336;54;4;Только каку\у или таку\у
337;54;5;-\<у>: кра\сну, xоро\шу, до\лгу, си\ню и т.п.
338;54;6;-\<уу>: кра\снуу, xоро\шуу, до\лгуу, си\нюу и т.п.
339;55;1;-<о\>: молодо\, чужо\, глуxо\ и т.п.
340;55;2;Только како\ или тако\
